,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
4090,NCV42,6.26,Low Fat,0.052593952,Household,111.0,OUT010,1998,,,Grocery Store,221.0456,13.9
4091,NCQ54,17.7,Low Fat,0.012593467,Household,167.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,3874.2902,0.2
4092,FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,647.1576,13.2
4093,FDY50,5.8,LF,0.131489269,Dairy,89.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1605.9096,13.6
4094,FDR59,14.5,Regular,0.064224789,Breads,262.8,OUT017,2007,,,Supermarket Type1,7064.8038,14.4
4095,FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.6,OUT017,2007,,,Supermarket Type1,986.7156,13.4
4096,FDX08,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3,OUT045,2002,,,Supermarket Type1,1263.0226,13.3
4097,FDL20,17.1,Low Fat,0.128390273,Fruits and Vegetables,112.0,OUT035,2004,Small,Tier1,Supermarket Type1,1445.4518,13.0
4098,FDB27,7.575,Low Fat,0.055476238,Dairy,196.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1182.4608,13.6
4099,FDA56,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8,OUT013,1987,High,Tier 3,Supermarket Type1,2071.3038,13.6
4100,FDV39,11.3,Low Fat,0.007273831,Meat,196.6,OUT013,1987,High,Tier 3,Supermarket Type1,5141.3076,13.9
4101,FDU38,0.0,LF,0.144534212,Dairy,190.7,OUT019,1985,Small,Tier1,Grocery Store,575.2512,13.6
4102,FDT55,13.6,Regular,0.043743689,Fruits and Vegetables,157.8,OUT045,2002,,,Supermarket Type1,1104.5622,12.9
4103,FDS24,20.85,Regular,0.062477955,Baking Goods,87.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1505.3738,14.5
4104,FDS15,9.195,Regular,0.078060601,Meat,106.4,OUT046,1997,Small,Tier1,Supermarket Type1,2912.2092,11.9
4105,FDF05,0.0,Low Fat,0.026740767,Frozen Foods,261.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,5522.811,14.7
4106,DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2775.7202,14.3
4107,FDA25,16.5,Regular,0.068403271,Canned,102.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,619.194,13.9
4108,FDA19,0.0,Low Fat,0.0,Fruits and Vegetables,126.7,OUT019,1985,Small,Tier1,Grocery Store,256.9988,13.5
4109,NCM26,20.5,LF,0.02312394,Others,154.6,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01,12.5
4110,FDS46,17.6,Regular,0.047449835,Snack Foods,118.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,2621.9204,13.2
4111,DRH15,8.775,Low Fat,0.110359004,Dairy,42.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,790.9704,14.6
4112,NCR05,10.1,Low Fat,0.054620504,Health and Hygiene,197.5,OUT035,2004,Small,Tier1,Supermarket Type1,2976.126,14.7
4113,NCY17,18.2,Low Fat,0.0,Health and Hygiene,44.1,OUT045,2002,,,Supermarket Type1,1115.215,14.1
4114,FDZ01,8.975,Regular,0.009051307,Canned,103.1,OUT013,1987,High,Tier 3,Supermarket Type1,309.597,14.6
4115,FDP31,0.0,Regular,0.160722863,Fruits and Vegetables,65.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,2237.088,14.3
4116,FDE57,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0,OUT013,1987,High,Tier 3,Supermarket Type1,2694.4926,14.4
4117,FDZ44,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.1,OUT010,1998,,,Grocery Store,234.3616,14.4
4118,NCP53,14.75,Low Fat,0.033024328,Health and Hygiene,236.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,3089.9778,13.8
4119,NCA06,20.5,Low Fat,0.143574191,Household,37.2,OUT045,2002,,,Supermarket Type1,476.047,12.7
4120,FDP22,14.65,Regular,0.099333217,Snack Foods,51.4,OUT045,2002,,,Supermarket Type1,1076.5986,14.7
4121,FDW37,19.2,Low Fat,0.12475207,Canned,90.9,OUT017,2007,,,Supermarket Type1,633.8416,13.1
4122,NCS30,5.945,Low Fat,0.093170838,Household,127.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1549.9824,13.3
4123,FDB40,17.5,Regular,0.007538459,Dairy,144.2,OUT035,2004,Small,Tier1,Supermarket Type1,4082.6856,14.6
4124,FDC51,10.895,Regular,0.009676286,Dairy,122.9,OUT017,2007,,,Supermarket Type1,3448.844,14.2
4125,FDC11,20.5,LF,0.141792841,Starchy Foods,89.7,OUT046,1997,Small,Tier1,Supermarket Type1,1159.8236,13.5
4126,FDC59,0.0,Regular,0.05436436,Starchy Foods,63.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,958.752,13.8
4127,FDE14,13.65,Regular,0.031573246,Canned,99.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,299.61,13.7
4128,NCT41,15.7,LF,0.055943697,Health and Hygiene,150.6,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384,13.7
4129,FDP52,18.7,Regular,0.0,Frozen Foods,229.2,OUT035,2004,Small,Tier1,Supermarket Type1,3215.814,14.4
4130,DRA24,19.35,Regular,0.066831682,Soft Drinks,163.9,OUT010,1998,,,Grocery Store,327.5736,14.5
4131,FDC40,16.0,Regular,0.065165046,Dairy,79.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,856.8846,13.0
4132,NCA42,6.965,Low Fat,0.0,Household,159.5,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208,13.4
4133,FDT27,11.395,Regular,0.069728296,Meat,234.0,OUT045,2002,,?,Supermarket Type1,1406.1696,13.7
4134,NCW54,7.5,Low Fat,0.09660879,Household,57.0,OUT045,2002,,?,Supermarket Type1,744.3644,13.3
4135,DRB13,6.115,Regular,0.007038478,Soft Drinks,189.3,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307,12.0
4136,FDY02,0.0,Regular,0.153456703,Dairy,264.1,OUT019,1985,Small,Tier1,Grocery Store,262.991,11.5
4137,FDS59,14.8,Regular,0.043982464,Breads,110.7,OUT045,2002,,?,Supermarket Type1,2966.139,14.5
4138,FDR49,8.71,Low Fat,0.139202085,Canned,46.1,OUT035,2004,Small,Tier1,Supermarket Type1,383.5008,11.0
4139,FDY40,15.5,Regular,0.086184647,Frozen Foods,51.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,394.1536,14.5
4140,FDL48,19.35,Regular,0.082250863,Baking Goods,48.7,OUT035,2004,Small,Tier1,Supermarket Type1,534.6374,12.8
4141,DRI01,0.0,Low Fat,0.034286109,Soft Drinks,173.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,5000.8238,14.5
4142,FDZ52,19.2,Low Fat,0.100482186,Frozen Foods,111.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1667.829,12.7
4143,FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,2439.4912,14.5
4144,FDK51,19.85,Low Fat,0.005230786,Dairy,265.2,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796,12.6
4145,FDP28,13.65,Regular,0.08062523,Frozen Foods,259.7,OUT035,2004,Small,Tier1,Supermarket Type1,2087.9488,12.3
4146,DRZ24,7.535,Low Fat,0.081787519,Soft Drinks,120.8,OUT046,1997,Small,Tier1,Supermarket Type1,2157.192,6.4
4147,FDG04,0.0,Low Fat,0.010615026,Frozen Foods,185.2,OUT019,1985,Small,Tier1,Grocery Store,374.1796,13.6
4148,FDF58,0.0,Low Fat,0.009534758,Snack Foods,64.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,1201.769,14.3
4149,FDI21,5.59,Regular,0.056602818,Snack Foods,63.2,OUT046,1997,Small,Tier1,Supermarket Type1,1725.7536,13.4
4150,FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.5,OUT035,2004,Small,Tier1,Supermarket Type1,7028.1848,14.4
4151,FDI57,19.85,Low Fat,0.05410964,Seafood,195.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1970.768,14.4
4152,FDV03,17.6,Low Fat,0.058209079,Meat,153.6,OUT045,2002,,?,Supermarket Type1,5274.4676,11.8
4153,FDT12,6.215,Regular,0.083056555,Baking Goods,224.4,OUT010,1998,,?,Grocery Store,225.7062,13.3
4154,FDF29,15.1,Regular,0.020015391,Frozen Foods,128.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1817.634,14.6
4155,FDU02,13.35,low fat,0.102426197,Dairy,230.6,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88,14.1
4156,FDD23,9.5,Regular,0.048761223,Starchy Foods,186.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,5238.5144,14.6
4157,FDN04,11.8,Regular,0.0,Frozen Foods,179.2,OUT035,2004,Small,Tier1,Supermarket Type1,2141.2128,14.8
4158,FDG29,17.6,Low Fat,0.056281276,Frozen Foods,40.3,OUT035,2004,Small,Tier1,Supermarket Type1,796.9626,14.4
4159,FDK51,19.85,Low Fat,0.008762556,Dairy,266.7,OUT010,1998,,?,Grocery Store,264.9884,14.1
4160,FDB53,13.35,Low Fat,0.139669224,Frozen Foods,147.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1938.8096,14.2
4161,DRI23,18.85,Low Fat,0.137972993,Hard Drinks,158.5,OUT017,2007,,?,Supermarket Type1,1444.1202,14.0
4162,FDP57,17.5,Low Fat,0.0,Snack Foods,103.0,OUT046,1997,Small,Tier1,Supermarket Type1,2992.771,14.4
4163,FDY57,20.2,reg,0.121940099,Snack Foods,95.4,OUT017,2007,,?,Supermarket Type1,1150.5024,14.1
4164,NCT42,5.88,Low Fat,0.024926013,Household,149.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1491.392,13.5
4165,FDZ21,0.0,Regular,0.039031927,Snack Foods,95.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,1737.738,11.9
4166,FDC50,15.85,Low Fat,0.13727,Canned,94.4,OUT017,2007,,?,Supermarket Type1,1904.188,12.1
4167,FDT40,5.985,Low Fat,0.095989602,Frozen Foods,127.4,OUT045,2002,,?,Supermarket Type1,508.6712,13.8
4168,FDD50,18.85,Low Fat,0.142443405,Canned,170.4,OUT017,2007,,?,Supermarket Type1,4396.9432,14.6
4169,DRI23,18.85,Low Fat,0.137410256,Hard Drinks,161.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1604.578,11.2
4170,FDQ46,7.51,Low Fat,0.104400238,Snack Foods,113.6,OUT017,2007,,?,Supermarket Type1,894.8352,14.6
4171,NCW06,16.2,Low Fat,0.0,Household,190.8,OUT035,2004,Small,Tier1,Supermarket Type1,3271.0754,13.3
4172,NCX06,17.6,Low Fat,0.015750947,Household,182.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1629.8784,13.1
4173,NCE19,8.97,Low Fat,0.092937216,Household,54.7,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384,14.6
4174,FDI60,7.22,Regular,0.03828933,Baking Goods,64.8,OUT013,1987,High,Tier 3,Supermarket Type1,126.502,13.9
4175,FDC47,0.0,Low Fat,0.208162156,Snack Foods,228.2,OUT019,1985,Small,Tier1,Grocery Store,228.3694,14.4
4176,FDE02,8.71,Low Fat,0.121936216,Canned,94.5,OUT017,2007,,?,Supermarket Type1,2628.5784,13.3
4177,FDE11,17.7,Regular,0.135646297,Starchy Foods,186.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,3516.7556,13.8
4178,FDP11,15.85,Low Fat,0.069240685,Breads,217.5,OUT045,2002,,?,Supermarket Type1,653.1498,13.6
4179,FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.4,OUT017,2007,,,Supermarket Type1,2406.867,14.4
4180,FDL48,0.0,Regular,0.08186804,Baking Goods,46.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,1069.2748,13.1
4181,FDH26,19.25,Regular,0.034753686,Canned,141.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1976.0944,13.6
4182,FDI33,16.5,Low Fat,0.028476451,Snack Foods,91.0,OUT045,2002,,,Supermarket Type1,1368.219,14.2
4183,FDQ26,13.5,Regular,0.067872402,Dairy,57.9,OUT046,1997,Small,Tier1,Supermarket Type1,355.5372,14.3
4184,FDN03,0.0,Regular,0.026420581,Meat,250.9,OUT019,1985,Small,Tier1,Grocery Store,1001.3632,14.0
4185,FDO13,7.865,Low Fat,0.061183503,Breakfast,164.6,OUT045,2002,,,Supermarket Type1,1644.526,12.8
4186,NCJ29,10.6,Low Fat,0.035247642,Health and Hygiene,84.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,1619.2256,12.9
4187,FDE52,0.0,Regular,0.02974207,Dairy,89.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,3453.5046,13.9
4188,FDA52,16.2,Regular,0.128397995,Frozen Foods,178.3,OUT035,2004,Small,Tier1,Supermarket Type1,1411.496,14.5
4189,FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,3238.4512,13.7
4190,NCO26,7.235,Low Fat,0.076791671,Household,116.4,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984,14.5
4191,DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1,OUT035,2004,Small,Tier1,Supermarket Type1,1240.3854,13.6
4192,FDC60,,Regular,0.2004264,Baking Goods,88.9,OUT019,1985,Small,Tier1,Grocery Store,265.6542,12.9
4193,DRD25,,Low Fat,0.078589629,Soft Drinks,113.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2716.464,14.7
4194,FDB26,14.0,Regular,0.031261583,Canned,52.6,OUT035,2004,Small,Tier1,Supermarket Type1,639.168,13.7
4195,FDK51,19.85,Low Fat,0.005235143,Dairy,265.9,OUT046,1997,Small,Tier1,Supermarket Type1,2649.884,14.2
4196,FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.3,OUT017,2007,,,Supermarket Type1,852.224,12.3
4197,FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.2,OUT010,1998,,,Grocery Store,449.415,6.0
4198,FDI34,10.65,Regular,0.085617517,Snack Foods,229.4,OUT017,2007,,,Supermarket Type1,2303.668,10.1
4199,FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.3,OUT010,1998,,?,Grocery Store,89.883,14.0
4200,NCA54,16.5,Low Fat,0.036641597,Household,178.7,OUT046,1997,Small,Tier1,Supermarket Type1,1263.0226,14.6
4201,FDI38,13.35,Regular,0.014656564,Canned,208.6,OUT045,2002,,?,Supermarket Type1,2277.7018,14.3
4202,FDG31,12.15,Low Fat,0.037864854,Meat,63.1,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,14.0
4203,FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1295.6468,14.2
4204,FDI09,20.75,Regular,0.12953868,Seafood,240.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,2396.88,14.0
4205,FDI20,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.7,OUT013,1987,High,Tier 3,Supermarket Type1,5487.5236,11.0
4206,DRI51,17.25,LF,0.0,Dairy,171.6,OUT045,2002,,?,Supermarket Type1,4637.9628,13.8
4207,DRZ11,,Regular,0.112119359,Soft Drinks,123.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,1981.4208,14.4
4208,FDY07,,Low Fat,0.0,Fruits and Vegetables,45.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,872.8638,14.5
4209,FDC58,10.195,Low Fat,0.041907414,Snack Foods,43.8,OUT013,1987,High,Tier 3,Supermarket Type1,175.7712,13.8
4210,NCC30,16.6,Low Fat,0.027556247,Household,176.6,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784,12.9
4211,FDY03,17.6,Regular,0.076058484,Meat,111.8,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636,14.0
4212,FDZ44,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.2,OUT046,1997,Small,Tier1,Supermarket Type1,1874.8928,14.7
4213,FDP28,13.65,Regular,0.080804019,Frozen Foods,261.2,OUT045,2002,,?,Supermarket Type1,2348.9424,5.9
4214,DRD15,10.6,Low Fat,0.056884225,Dairy,232.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,3020.7346,10.3
4215,FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9,OUT017,2007,,?,Supermarket Type1,4655.2736,13.2
4216,FDP25,15.2,Low Fat,0.021207519,Canned,219.5,OUT046,1997,Small,Tier1,Supermarket Type1,1747.0592,9.2
4217,DRK59,8.895,Low Fat,0.0,Hard Drinks,233.0,OUT045,2002,,?,Supermarket Type1,2812.3392,13.9
4218,DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.1,OUT035,2004,Small,Tier1,Supermarket Type1,1850.924,14.5
4219,FDU33,7.63,Regular,0.225476528,Snack Foods,45.1,OUT010,1998,,?,Grocery Store,45.9402,12.8
4220,FDX47,6.55,Regular,0.034800079,Breads,157.5,OUT017,2007,,?,Supermarket Type1,1571.288,14.1
4221,FDR46,16.85,Low Fat,0.139301634,Snack Foods,145.0,OUT013,1987,High,Tier 3,Supermarket Type1,2783.044,12.2
4222,FDZ56,,Low Fat,0.025612348,Fruits and Vegetables,168.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3200.5006,14.3
4223,NCO26,7.235,Low Fat,0.077290355,Household,116.9,OUT017,2007,,?,Supermarket Type1,2316.984,13.1
4224,FDV38,19.25,Low Fat,0.1017546,Dairy,55.2,OUT035,2004,Small,Tier1,Supermarket Type1,491.3604,14.1
4225,FDL13,13.85,Regular,0.094265737,Breakfast,233.9,OUT010,1998,,?,Grocery Store,233.03,13.8
4226,FDD57,18.1,LF,0.022380952,Fruits and Vegetables,93.6,OUT013,1987,High,Tier 3,Supermarket Type1,476.047,14.2
4227,FDE46,18.6,Low Fat,0.01575657,Snack Foods,153.1,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686,14.0
4228,FDB28,6.615,Low Fat,0.156307983,Dairy,196.3,OUT010,1998,,?,Grocery Store,790.9704,13.6
4229,FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.4,OUT010,1998,,?,Grocery Store,153.134,13.0
4230,DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.7,OUT045,2002,,?,Supermarket Type1,3369.6138,13.8
4231,FDL33,7.235,Low Fat,0.0,Snack Foods,197.2,OUT035,2004,Small,Tier1,Supermarket Type1,2348.9424,12.7
4232,FDS03,7.825,Low Fat,0.07962861,Meat,63.5,OUT046,1997,Small,Tier1,Supermarket Type1,2002.0606,14.6
4233,NCY18,,Low Fat,0.03100078,Household,177.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,2101.2648,14.2
4234,FDE50,19.7,Regular,0.016202582,Canned,188.3,OUT035,2004,Small,Tier1,Supermarket Type1,3379.6008,14.1
4235,FDT02,12.6,Low Fat,0.024190156,Dairy,34.5,OUT035,2004,Small,Tier1,Supermarket Type1,494.0236,14.3
4236,FDI34,10.65,Regular,0.085308611,Snack Foods,230.3,OUT045,2002,,?,Supermarket Type1,5759.17,14.5
4237,FDO15,16.75,Regular,0.008564925,Meat,73.2,OUT035,2004,Small,Tier1,Supermarket Type1,1404.1722,14.0
4238,DRI39,13.8,LF,0.097457483,Dairy,55.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1018.674,11.1
4239,NCO14,9.6,Low Fat,0.029619203,Household,43.6,OUT013,1987,High,Tier 3,Supermarket Type1,624.5204,14.2
4240,NCN19,13.1,Low Fat,0.0,Others,189.3,OUT046,1997,Small,Tier1,Supermarket Type1,1518.024,14.4
4241,DRJ25,14.6,Low Fat,0.150872868,Soft Drinks,47.6,OUT045,2002,,,Supermarket Type1,1379.5376,14.3
4242,FDE10,6.67,Regular,0.09031453,Snack Foods,130.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1180.4634,13.7
4243,FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.5,OUT046,1997,Small,Tier1,Supermarket Type1,857.5504,13.5
4244,NCQ43,17.75,LF,0.111209003,Others,107.8,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208,14.3
4245,FDY57,20.2,reg,0.121153331,Snack Foods,97.4,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,14.0
4246,FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.5,OUT017,2007,,,Supermarket Type1,1693.7952,14.5
4247,NCG19,20.25,Low Fat,0.148163564,Household,232.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1874.8928,14.1
4248,FDI33,,Low Fat,0.028281197,Snack Foods,90.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3648.584,14.5
4249,FDW27,5.86,Regular,0.150853308,Meat,156.0,OUT046,1997,Small,Tier1,Supermarket Type1,2016.7082,14.2
4250,FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4,OUT017,2007,,,Supermarket Type1,1358.232,14.0
4251,FDZ39,19.7,Regular,0.018024769,Meat,104.5,OUT046,1997,Small,Tier1,Supermarket Type1,1031.99,13.5
4252,NCK19,9.8,Low Fat,0.090448534,Others,194.5,OUT035,2004,Small,Tier1,Supermarket Type1,774.9912,12.2
4253,FDY20,12.5,Regular,0.08175276,Fruits and Vegetables,89.0,OUT046,1997,Small,Tier1,Supermarket Type1,1267.6832,14.2
4254,FDN39,19.35,Regular,0.109667698,Meat,166.1,OUT010,1998,,,Grocery Store,671.1264,14.2
4255,NCY41,16.75,Low Fat,0.075735621,Health and Hygiene,34.6,OUT046,1997,Small,Tier1,Supermarket Type1,323.5788,13.6
4256,NCN14,19.1,Low Fat,0.091917786,Others,182.8,OUT046,1997,Small,Tier1,Supermarket Type1,1837.608,13.6
4257,FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2,OUT010,1998,,,Grocery Store,190.4188,14.7
4258,FDW49,19.5,LF,0.082483516,Canned,179.2,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032,14.6
4259,FDN23,6.575,Regular,0.075507758,Breads,146.4,OUT046,1997,Small,Tier1,Supermarket Type1,1596.5884,14.0
4260,FDS33,6.67,Regular,0.124126756,Snack Foods,89.0,OUT017,2007,,,Supermarket Type1,2125.2336,12.2
4261,FDY36,12.3,Low Fat,0.009425158,Baking Goods,74.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1537.998,11.7
4262,FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.8,OUT045,2002,,,Supermarket Type1,1255.033,13.6
4263,FDR15,,Regular,0.058545606,Meat,155.8,OUT019,1985,Small,Tier1,Grocery Store,310.2628,11.6
4264,NCP50,17.35,Low Fat,0.020676141,Others,80.7,OUT017,2007,,,Supermarket Type1,1208.427,14.6
4265,FDS40,15.35,Low Fat,0.02346559,Frozen Foods,35.2,OUT010,1998,,,Grocery Store,36.619,10.2
4266,FDG38,8.975,Regular,0.05272914,Canned,86.4,OUT046,1997,Small,Tier1,Supermarket Type1,1022.6688,14.7
4267,NCO18,13.15,Low Fat,0.024630755,Household,178.3,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529,14.1
4268,NCO54,19.5,LF,0.014274292,Household,55.7,OUT046,1997,Small,Tier1,Supermarket Type1,718.3982,14.5
4269,NCW18,15.1,Low Fat,0.059313603,Household,238.1,OUT035,2004,Small,Tier1,Supermarket Type1,4266.4464,10.6
4270,FDB36,5.465,Regular,0.048518008,Baking Goods,133.0,OUT035,2004,Small,Tier1,Supermarket Type1,2360.9268,13.3
4271,FDJ45,17.75,Low Fat,0.073349552,Seafood,34.2,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,12.0
4272,FDP60,,Low Fat,0.055648052,Baking Goods,100.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2833.6448,14.1
4273,DRD12,6.96,Low Fat,0.077129323,Soft Drinks,92.7,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,13.6
4274,FDR47,17.85,Low Fat,0.087824967,Breads,196.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1755.7146,14.2
4275,FDJ10,5.095,Regular,0.130031207,Snack Foods,142.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,561.9352,13.7
4276,DRC25,5.73,Low Fat,0.045334098,Soft Drinks,87.1,OUT013,1987,High,Tier 3,Supermarket Type1,1803.6522,14.2
4277,NCW54,7.5,Low Fat,0.096333029,Household,57.9,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176,14.3
4278,FDA26,7.855,Regular,0.073858923,Dairy,218.6,OUT013,1987,High,Tier 3,Supermarket Type1,3723.8194,12.1
4279,DRF01,5.655,LF,0.175047104,Soft Drinks,146.9,OUT035,2004,Small,Tier1,Supermarket Type1,1895.5326,12.6
4280,NCZ17,12.15,Low Fat,0.132952286,Health and Hygiene,37.7,OUT010,1998,,,Grocery Store,37.9506,14.6
4281,FDK46,9.6,Low Fat,0.086145867,Snack Foods,258.4,OUT010,1998,,,Grocery Store,259.662,13.1
4282,NCU41,18.85,Low Fat,0.0520115,Health and Hygiene,190.4,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074,14.5
4283,FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.5,OUT035,2004,Small,Tier1,Supermarket Type1,3560.6984,13.5
4284,FDT15,12.15,Regular,0.071440118,Meat,182.3,OUT010,1998,,,Grocery Store,549.285,14.6
4285,DRI25,19.6,Low Fat,0.03395415,Soft Drinks,56.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,773.6596,13.6
4286,FDA40,16.0,Regular,0.099271209,Frozen Foods,88.6,OUT046,1997,Small,Tier1,Supermarket Type1,878.856,13.7
4287,FDZ15,,Low Fat,0.020769677,Dairy,117.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,2741.0986,8.7
4288,FDM13,6.425,Low Fat,0.06316338,Breakfast,132.3,OUT035,2004,Small,Tier1,Supermarket Type1,2098.6016,11.4
4289,NCM05,6.825,Low Fat,0.059846975,Health and Hygiene,262.5,OUT046,1997,Small,Tier1,Supermarket Type1,9779.9362,12.7
4290,FDD38,,reg,0.014342659,Canned,103.8,OUT019,1985,Small,Tier1,Grocery Store,203.7348,13.8
4291,DRI01,7.97,Low Fat,0.057667173,Soft Drinks,139.1,OUT010,1998,,,Grocery Store,517.3266,12.7
4292,DRG13,17.25,Low Fat,0.037155206,Soft Drinks,166.5,OUT013,1987,High,Tier 3,Supermarket Type1,3782.4098,11.2
4293,NCT30,9.1,Low Fat,0.080417724,Household,48.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,425.4462,14.0
4294,NCG42,19.2,Low Fat,0.041227831,Household,129.8,OUT046,1997,Small,Tier1,Supermarket Type1,1947.465,14.5
4295,FDB14,,Regular,0.102226474,Canned,91.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,3075.996,13.9
4296,FDO27,,Regular,0.178210285,Meat,95.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,3930.8832,14.0
4297,FDC14,14.5,Regular,0.06904249,Canned,41.4,OUT010,1998,,,Grocery Store,41.9454,14.5
4298,FDB49,,Regular,0.052791124,Baking Goods,98.5,OUT019,1985,Small,Tier1,Grocery Store,591.2304,14.3
